Nome do Programa;Código do Programa;Nome da IES;Sigla da IES;UF;ME;DO;MP;DP
ENGENHARIA AGRÍCOLA;50001019030P8;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;3;-;-;-
Engenharia Agrícola;51005018014P0;UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;UFGD;MS;3;-;-;-
ENGENHARIA AMBIENTAL E SANITÁRIA;52001016102P4;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;3;-;-;-
ENGENHARIA APLICADA E SUSTENTABILIDADE;52010015107P1;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;IFGoiano;GO;-;-;3;-
ENGENHARIA BIOMÉDICA;53001010083P6;UNIVERSIDADE DE BRASÍLIA;UNB;DF;3;-;-;-
ENGENHARIA CIVIL;52001016112P0;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;A;-;-;-
ENGENHARIA DE PRODUÇÃO;52001016109P9;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;-;-;A;-
ENGENHARIA DE PRODUÇÃO;52001016106P0;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;3;-;-;-
ENGENHARIA DE PRODUÇÃO E SISTEMAS;52002012015P0;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;PUC-GOIÁS;GO;3;-;-;-
ENGENHARIA DE SISTEMAS ELETRÔNICOS E DE AUTOMAÇÃO;53001010081P3;UNIVERSIDADE DE BRASÍLIA;UNB;DF;4;4;-;-
ENGENHARIA ELÉTRICA;53001010059P8;UNIVERSIDADE DE BRASÍLIA;UNB;DF;-;-;3;-
ENGENHARIA ELÉTRICA;51001012175P9;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;MS;3;-;-;-
ENGENHARIA ELÉTRICA;53001010080P7;UNIVERSIDADE DE BRASÍLIA;UNB;DF;4;4;-;-
ENGENHARIA ELÉTRICA E DE COMPUTAÇÃO;52001016018P3;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;4;4;-;-
ENGENHARIA MECÂNICA;52001016113P6;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;A;-;-;-
Engenharia Química;52001016069P7;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;3;-;-;-
ENSINO;50008013005P8;UNIVERSIDADE DE CUIABÁ;UNIC;MT;3;-;-;-
ENSINO DE CIÊNCIAS;53001010056P9;UNIVERSIDADE DE BRASÍLIA;UNB;DF;-;-;4;-
ENSINO DE CIÊNCIAS;51001012022P8;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;MS;4;4;-;-
Ensino de Ciências;52012018007P0;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;GO;-;-;3;-
ENSINO DE CIÊNCIAS DA NATUREZA E MATEMÁTICA;50001019174P0;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;-;-;A;-
ENSINO DE CIENCIAS E MATEMÁTICA;50002015101P9;UNIVERSIDADE DO ESTADO DE MATO GROSSO;UNEMAT;MT;3;-;-;-
ENSINO DE CIÊNCIAS E MATEMÁTICA;51003015003P6;UNIVERSIDADE ANHANGUERA;UNIDERP;MS;A;-;-;-
ENSINO DE CIÊNCIAS E MATEMÁTICA ;51005018175P4;UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;UFGD;MS;A;-;-;-
ENSINO DE CIÊNCIAS NATURAIS;50001019027P7;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;-;-;4;-
ENSINO EM CONTEXTO INDÍGENA INTERCULTURAL ;50002015157P4;UNIVERSIDADE DO ESTADO DE MATO GROSSO;UNEMAT;MT;-;-;A;-
Ensino em Saúde;51004011009P0;UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL;UEMS;MS;-;-;3;-
Ensino na Educação Básica;52001016060P0;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;-;-;3;-
Ensino na Saúde;53001010104P3;UNIVERSIDADE DE BRASÍLIA;UNB;DF;3;-;-;-
Ensino na Saúde;52001016051P0;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;-;-;3;-
ENSINO PARA A EDUCAÇÃO BÁSICA;52010015108P8;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;IFGoiano;GO;-;-;A;-
ENTOMOLOGIA E CONSERVAÇÃO DA BIODIVERSIDADE;51005018003P9;UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;UFGD;MS;4;4;-;-
ESTATISTICA;53001010074P7;UNIVERSIDADE DE BRASÍLIA;UNB;DF;4;-;-;-
ESTRUTURAS E CONSTRUÇÃO CIVIL;53001010036P8;UNIVERSIDADE DE BRASÍLIA;UNB;DF;4;4;-;-
ESTUDOS COMPARADOS SOBRE AS AMÉRICAS;53001010029P1;UNIVERSIDADE DE BRASÍLIA;UNB;DF;4;4;-;-
ESTUDOS CULTURAIS;51001012178P8;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;MS;A;-;-;-
ESTUDOS CULTURAIS MEMORIA E PATRIMÔNIO;52012018014P6;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;GO;-;-;A;-
ESTUDOS DA LINGUAGEM;52001016049P6;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;4;4;-;-
ESTUDOS DE CULTURA CONTEMPORÂNEA;50001019020P2;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;4;4;-;-
ESTUDOS DE LINGUAGEM;50001019008P2;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;4;4;-;-
ESTUDOS DE LINGUAGENS;51001012020P5;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;MS;4;4;-;-
Estudos de Tradução;53001010091P9;UNIVERSIDADE DE BRASÍLIA;UNB;DF;4;-;-;-
ESTUDOS FRONTEIRIÇOS;51001012025P7;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;MS;-;-;3;-
Estudos Literários;50002015004P3;UNIVERSIDADE DO ESTADO DE MATO GROSSO;UNEMAT;MT;4;4;-;-
Farmácia;51001012030P0;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;MS;4;4;-;-
FILOSOFIA;53001010048P6;UNIVERSIDADE DE BRASÍLIA;UNB;DF;4;4;-;-
FILOSOFIA;52001016011P9;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;4;4;-;-
Filosofia;50001019038P9;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;3;-;-;-
FÍSICA;52001016009P4;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;5;5;-;-
FÍSICA;50001019012P0;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;4;4;-;-
FÍSICA;53001010002P6;UNIVERSIDADE DE BRASÍLIA;UNB;DF;4;4;-;-
FÍSICA AMBIENTAL;50001019007P6;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;4;4;-;-
FITOPATOLOGIA;53001010021P0;UNIVERSIDADE DE BRASÍLIA;UNB;DF;5;5;-;-
FRONTEIRAS E DIREITOS HUMANOS;51005018170P2;UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;UFGD;MS;3;-;-;-
GENÉTICA;52002012008P4;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;PUC-GOIÁS;GO;3;-;-;-
Genética e Biologia Molecular;52001016056P2;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;4;4;-;-
GENÉTICA E MELHORAMENTO DE PLANTAS;50002015007P2;UNIVERSIDADE DO ESTADO DE MATO GROSSO;UNEMAT;MT;4;-;-;-
Genética e Melhoramento de Plantas;52001016047P3;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;4;4;-;-
GEOCIÊNCIAS;50001019011P3;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;3;-;-;-
GEOCIÊNCIAS APLICADAS E GEODINÂMICA;53001010075P3;UNIVERSIDADE DE BRASÍLIA;UNB;DF;4;4;-;-
GEOGRAFIA;50001019006P0;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;3;-;-;-
GEOGRAFIA;51005018004P5;UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;UFGD;MS;4;4;-;-
GEOGRAFIA;52012018012P3;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;GO;A;-;-;-
GEOGRAFIA;51001012027P0;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;MS;4;4;-;-
GEOGRAFIA;50001019036P6;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;3;-;-;-
GEOGRAFIA;52001016012P5;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;5;5;-;-
GEOGRAFIA;53001010043P4;UNIVERSIDADE DE BRASÍLIA;UNB;DF;5;5;-;-
Geografia;51001012039P8;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;MS;3;-;-;-
GEOGRAFIA ;50002015102P5;UNIVERSIDADE DO ESTADO DE MATO GROSSO;UNEMAT;MT;3;-;-;-
GEOGRAFIA ;52001016042P1;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;3;-;-;-
GEOGRAFIA ;52001016045P0;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;4;4;-;-
GEOLOGIA;53001010006P1;UNIVERSIDADE DE BRASÍLIA;UNB;DF;7;7;-;-
GEOTECNIA;53001010032P2;UNIVERSIDADE DE BRASÍLIA;UNB;DF;6;6;-;-
GEOTECNIA, ESTRUTURAS E CONSTRUÇÃO CIVIL;52001016039P0;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;4;4;-;-
GERONTOLOGIA;53003012009P0;UNIVERSIDADE CATÓLICA DE BRASÍLIA;UCB;DF;4;4;-;-
GESTÃO E TECNOLOGIA AMBIENTAL;50001019172P7;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;3;-;-;-
GESTÃO, EDUCAÇÃO E TECNOLOGIAS;52012018174P3;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;GO;A;-;-;-
GESTÃO ESTRATÉGICA DE ORGANIZAÇÕES;53023013001P2;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA;IESB;DF;-;-;3;-
GESTÃO ORGANIZACIONAL;52001016061P6;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;-;-;4;-
Gestão Pública;53001010102P0;UNIVERSIDADE DE BRASÍLIA;UNB;DF;-;-;3;-
GOVERNANÇA E DESENVOLVIMENTO;53013018001P0;FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA;ENAP;DF;-;-;3;-
Governança, Tecnologia e Inovação;53003012006P0;UNIVERSIDADE CATÓLICA DE BRASÍLIA;UCB;DF;-;-;4;-
HISTORIA;52001016066P8;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;-;-;3;-
HISTÓRIA;50001019005P3;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;4;4;-;-
HISTÓRIA;52002012013P8;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;PUC-GOIÁS;GO;3;-;-;-
HISTÓRIA;53001010011P5;UNIVERSIDADE DE BRASÍLIA;UNB;DF;4;4;-;-
HISTÓRIA;51005018002P2;UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;UFGD;MS;4;4;-;-
HISTÓRIA;52012018013P0;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;GO;A;-;-;-
HISTÓRIA;52001016002P0;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;5;5;-;-
IMUNOLOGIA E PARASITOLOGIA BÁSICAS E APLICADAS;50001019031P4;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;3;-;-;-
INFORMÁTICA;53001010054P6;UNIVERSIDADE DE BRASÍLIA;UNB;DF;5;5;-;-
Inovação em Comunicação e Economia Criativa;53003012010P8;UNIVERSIDADE CATÓLICA DE BRASÍLIA;UCB;DF;-;-;4;-
Inovação Farmacêutica;52001016062P2;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;-;4;-;-
Integridade de Materiais da Engenharia;53001010086P5;UNIVERSIDADE DE BRASÍLIA;UNB;DF;3;-;-;-
IRRIGAÇÃO NO CERRADO;52010015101P3;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;IFGoiano;GO;-;-;3;-
LETRAS;52002012010P9;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;PUC-GOIÁS;GO;3;-;-;-
LETRAS;50002015156P8;UNIVERSIDADE DO ESTADO DE MATO GROSSO;UNEMAT;MT;3;-;-;-
LETRAS;51001012011P6;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;MS;4;4;-;-
Letras;51004011005P5;UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL;UEMS;MS;3;-;-;-
Letras;51005018007P4;UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;UFGD;MS;4;-;-;-
LETRAS E LINGUÍSTICA;52001016004P2;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;5;5;-;-
LÍNGUA, LITERATURA E INTERCULTURALIDADE;52012018011P7;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;GO;3;-;-;-
LINGÜÍSTICA;53001010023P3;UNIVERSIDADE DE BRASÍLIA;UNB;DF;5;5;-;-
Línguística;50002015003P7;UNIVERSIDADE DO ESTADO DE MATO GROSSO;UNEMAT;MT;4;4;-;-
LINGÜÍSTICA APLICADA;53001010078P2;UNIVERSIDADE DE BRASÍLIA;UNB;DF;4;-;-;-
LITERATURA;53001010022P7;UNIVERSIDADE DE BRASÍLIA;UNB;DF;5;5;-;-
MATEMÁTICA;52001016001P3;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;4;4;-;-
MATEMÁTICA;53001010003P2;UNIVERSIDADE DE BRASÍLIA;UNB;DF;7;7;-;-
MEDICINA TROPICAL;53001010015P0;UNIVERSIDADE DE BRASÍLIA;UNB;DF;4;4;-;-
MEDICINA TROPICAL E SAÚDE PÚBLICA;52001016003P6;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;5;5;-;-
MEIO AMBIENTE E DESENVOLVIMENTO REGIONAL;51003015001P3;UNIVERSIDADE ANHANGUERA;UNIDERP;MS;4;4;-;-
Meio Ambiente e Desenvolvimento Rural;53001010093P1;UNIVERSIDADE DE BRASÍLIA;UNB;DF;3;-;-;-
METAFÍSICA;53001010109P5;UNIVERSIDADE DE BRASÍLIA;UNB;DF;4;4;-;-
Modelagem e Otimização;52001016067P4;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;3;-;-;-
MOVIMENTO HUMANO E REABILITAÇÃO;52006018004P4;CENTRO UNIVERSITÁRIO DE ANÁPOLIS;UNIEVANGELICA;GO;A;A;-;-
MÚSICA;53001010057P5;UNIVERSIDADE DE BRASÍLIA;UNB;DF;3;-;-;-
Nanociência e Nanobiotecnologia;53001010096P0;UNIVERSIDADE DE BRASÍLIA;UNB;DF;4;4;-;-
Nanotecnologia Farmacêutica;52001016048P0;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;-;4;-;-
Nutrição, alimentos e metabolismo;50001019019P4;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;3;-;-;-
Nutrição e Saúde;52001016044P4;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;4;4;-;-
NUTRIÇÃO HUMANA;53001010049P2;UNIVERSIDADE DE BRASÍLIA;UNB;DF;4;4;-;-
ODONTOLOGIA;52006018002P1;CENTRO UNIVERSITÁRIO DE ANÁPOLIS;UNIEVANGELICA;GO;A;-;-;-
ODONTOLOGIA;53001010110P3;UNIVERSIDADE DE BRASÍLIA;UNB;DF;4;4;-;-
ODONTOLOGIA;52001016025P0;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;5;5;-;-
Olericultura;52010015005P4;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;IFGoiano;GO;-;-;3;-
PATOLOGIA MOLECULAR;53001010031P6;UNIVERSIDADE DE BRASÍLIA;UNB;DF;6;6;-;-
Performances Culturais;52001016058P5;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;3;3;-;-
Poder Legislativo;53037014001P0;CENTRO DE FORMAÇÃO, TREINAMENTO E APERFEIÇOAMENTO;CEFOR;DF;-;-;4;-
POLÍTICA SOCIAL;50001019023P1;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;3;-;-;-
POLÍTICA SOCIAL;53001010035P1;UNIVERSIDADE DE BRASÍLIA;UNB;DF;6;6;-;-
POLÍTICAS PÚBLICAS;53013018003P3;FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA;ENAP;DF;-;-;-;A
POLÍTICAS PÚBLICAS ;53003012013P7;UNIVERSIDADE CATÓLICA DE BRASÍLIA;UCB;DF;-;-;A;-
Políticas Públicas e Desenvolvimento;53012011001P4;INSTITUTO DE PESQUISA ECONÔMICA APLICADA;IPEA;DF;-;-;3;-
POLÍTICAS PÚBLICAS E GOVERNO;53062000001P8;FUNDAÇÃO GETÚLIO VARGAS, BRASÍLIA;FGV/BSB;DF;A;-;-;-
POLÍTICAS PÚBLICAS EM SAÚDE;53044002001P7;FIOCRUZ ;FIOCRUZ-EGS Brasília;DF;-;-;3;-
POLÍTICAS PÚBLICAS PARA INFÂNCIA E JUVENTUDE;53001010114P9;UNIVERSIDADE DE BRASÍLIA;UNB;DF;-;-;A;-
PÓS GRADUAÇÃO EM EDUCAÇÃO;51001012179P4;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;MS;A;-;-;-
Produção Animal e Forragicultura ;52012018010P0;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;GO;-;-;3;-
PRODUÇÃO E GESTÃO AGROINDUSTRIAL;51003015002P0;UNIVERSIDADE ANHANGUERA;UNIDERP;MS;-;-;3;-
PRODUÇÃO VEGETAL;52004015001P2;UNIVERSIDADE DE RIO VERDE;UNIRV;GO;4;-;-;-
Produção Vegetal;52012018003P4;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;GO;4;-;-;-
PROJETO E CIDADE;52001016065P1;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;3;-;-;-
PROTEÇÃO DE PLANTAS;52010015102P0;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;IFGoiano;GO;-;-;3;-
PSICOLOGIA;50001019171P0;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;3;-;-;-
PSICOLOGIA;53003012002P5;UNIVERSIDADE CATÓLICA DE BRASÍLIA;UCB;DF;5;5;-;-
PSICOLOGIA;51005018101P0;UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;UFGD;MS;3;-;-;-
PSICOLOGIA;51002019004P6;UNIVERSIDADE CATÓLICA DOM BOSCO;UCDB;MS;4;4;-;-
PSICOLOGIA;52002012001P0;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;PUC-GOIÁS;GO;4;4;-;-
Psicologia;53005015002P8;CENTRO UNIVERSITÁRIO DE BRASÍLIA;UNICEUB;DF;4;-;-;-
Psicologia;51001012032P3;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;MS;3;-;-;-
Psicologia;52001016071P1;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;3;-;-;-
PSICOLOGIA CLÍNICA E CULTURA;53001010064P1;UNIVERSIDADE DE BRASÍLIA;UNB;DF;5;5;-;-
Psicologia do Desenvolvimento e Escolar;53001010062P9;UNIVERSIDADE DE BRASÍLIA;UNB;DF;5;5;-;-
PSICOLOGIA SOCIAL, DO TRABALHO E DAS ORGANIZAÇÕES ;53001010065P8;UNIVERSIDADE DE BRASÍLIA;UNB;DF;6;6;-;-
QUÍMICA;51001012007P9;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;MS;4;4;-;-
QUÍMICA;51005018172P5;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;GO;-;4;-;-
QUÍMICA;52001016019P0;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;4;4;-;-
QUÍMICA;53001010005P5;UNIVERSIDADE DE BRASÍLIA;UNB;DF;5;5;-;-
QUÍMICA;52001016111P3;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;A;-;-;-
QUÍMICA;50001019029P0;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;3;-;-;-
Química;51005018010P5;UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;UFGD;MS;4;-;-;-
QUÍMICA - CAMPUS CATALÃO;52001016050P4;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;3;-;-;-
QUIMICA TECNOLÓGICA E AMBIENTAL;50005014002P0;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE MATO GROSSO;IFMT;MT;-;-;A;-
RECURSOS HÍDRICOS;50001019018P8;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;3;-;-;-
RECURSOS NATURAIS;51001012171P3;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;MS;3;-;-;-
Recursos Naturais;51004011002P6;UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL;UEMS;MS;4;4;-;-
RECURSOS NATURAIS DO CERRADO ;52012018005P7;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;GO;4;4;-;-
RELAÇÕES INTERNACIONAIS;53001010025P6;UNIVERSIDADE DE BRASÍLIA;UNB;DF;6;6;-;-
SAÚDE ANIMAL;53001010070P1;UNIVERSIDADE DE BRASÍLIA;UNB;DF;4;4;-;-
SAUDE COLETIVA;50001019010P7;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;4;4;-;-
Saude Coletiva;52001016046P7;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;-;-;3;-
Saúde Coletiva;53001010090P2;UNIVERSIDADE DE BRASÍLIA;UNB;DF;4;4;-;-
Saúde Coletiva;53001010092P5;UNIVERSIDADE DE BRASÍLIA;UNB;DF;-;-;3;-
SAÚDE DA FAMILIA;51001012037P5;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;MS;-;-;3;-
SAÚDE E DESENVOLVIMENTO NA REGIÃO CENTRO-OESTE;51001012019P7;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;MS;5;5;-;-
SERVIÇO SOCIAL;52002012011P5;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;PUC-GOIÁS;GO;3;-;-;-
SISTEMAS MECATRÔNICOS;53001010052P3;UNIVERSIDADE DE BRASÍLIA;UNB;DF;3;3;-;-
SOCIEDADE, TECNOLOGIA E MEIO AMBIENTE;52006018001P5;CENTRO UNIVERSITÁRIO DE ANÁPOLIS;UNIEVANGELICA;GO;4;4;-;-
SOCIOLOGIA;50001019101P2;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;3;-;-;-
SOCIOLOGIA;53001010009P0;UNIVERSIDADE DE BRASÍLIA;UNB;DF;7;7;-;-
SOCIOLOGIA;52001016020P8;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;3;-;-;-
Sociologia;51005018015P7;UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;UFGD;MS;3;-;-;-
SUSTENTABILIDADE JUNTO A POVOS E TERRITÓRIOS TRADICIONAIS ;53001010113P2;UNIVERSIDADE DE BRASÍLIA;UNB;DF;-;-;A;-
TECNOLOGIA AMBIENTAL E RECURSOS HÍDRICOS;53001010041P1;UNIVERSIDADE DE BRASÍLIA;UNB;DF;3;3;-;-
TECNOLOGIA DE ALIMENTOS;52010015103P6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;IFGoiano;GO;-;-;3;-
TECNOLOGIA, GESTÃO E SUSTENTABILIDADE;52005011004P8;INSTITUTO FEDERAL DE EDUCACÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;GO;-;-;A;-
TECNOLOGIAS AMBIENTAIS;51001012010P0;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;MS;4;4;-;-
TECNOLOGIAS AMBIENTAIS;53003012012P0;UNIVERSIDADE CATÓLICA DE BRASÍLIA;UCB;DF;-;-;3;-
TERRITÓRIOS E EXPRESSÕES CULTURAIS NO CERRADO;52012018006P3;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;GO;4;-;-;-
TRANSPORTES;53001010030P0;UNIVERSIDADE DE BRASÍLIA;UNB;DF;3;-;-;-
Zoologia;53001010099P0;UNIVERSIDADE DE BRASÍLIA;UNB;DF;4;4;-;-
Zoologia;50001019039P5;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;3;-;-;-
ZOOTECNIA;50001019173P3;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;A;-;-;-
Zootecnia;50001019033P7;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;3;-;-;-
Zootecnia;52001016064P5;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;4;4;-;-
Zootecnia;51005018008P0;UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;UFGD;MS;4;4;-;-
Zootecnia;52010015002P5;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;IFGoiano;GO;3;-;-;-
Zootecnia;51004011003P2;UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL;UEMS;MS;3;-;-;-
 ANÁLISE E PLANEJAMENTO ESPACIAL ;21003017002P5;INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DO PIAUÍ;IFPI;PI;-;-;A;-
 ANTROPOLOGIA SOCIAL;26001012082P0;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;AL;3;-;-;-
 CIÊNCIAS ODONTOLÓGICAS;23009004004P6;CENTRO UNIVERSITÁRIO CHRISTUS;UNICHRISTUS;CE;3;-;-;-
 CLÍNICA ODONTOLÓGICA ;23022000001P6;FACULDADE PAULO PICANÇO;FACPP;CE;-;-;A;-
 ENFERMAGEM;22011013003P3;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA;UNILAB;CE;3;-;-;-
 FORMAÇÃO DOCENTE EM PRÁTICAS EDUCATIVAS ;20001010053P3;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;MA;-;-;A;-
 INTERDISCIPLINAR EM HISTÓRIA E LETRAS - MIHL;22003010072P6;UNIVERSIDADE ESTADUAL DO CEARÁ;UECE;CE;3;-;-;-
ADMINISTRAÇÃO;28013018004P9;UNIVERSIDADE SALVADOR;UNIFACS;BA;4;-;-;-
ADMINISTRAÇÃO;23001011007P0;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;UFRN;RN;4;4;-;-
